Date,Open,High,Low,Close,Adj Close,Volume
2022-05-17,148.860001,149.770004,146.679993,149.240005,147.770584,78336300
2022-05-18,146.850006,147.360001,139.899994,140.820007,139.433502,109742900
2022-05-19,139.880005,141.660004,136.600006,137.350006,135.997681,136095600
2022-05-20,139.089996,140.699997,132.610001,137.589996,136.235291,137426100
2022-05-23,137.789993,143.259995,137.649994,143.110001,141.700958,117726300
2022-05-24,140.809998,141.970001,137.330002,140.360001,138.978043,104132700
2022-05-25,138.429993,141.789993,138.339996,140.520004,139.136459,92482700
2022-05-26,137.389999,144.339996,137.139999,143.779999,142.364349,90601500
2022-05-27,145.389999,149.679993,145.259995,149.639999,148.166672,90978500
2022-05-31,149.070007,150.660004,146.839996,148.839996,147.374542,103718400
2022-06-01,149.899994,151.740005,147.679993,148.710007,147.245819,74286600
2022-06-02,147.830002,151.270004,146.860001,151.210007,149.721191,72348100
2022-06-03,146.899994,147.970001,144.460007,145.380005,143.948593,88570300
2022-06-06,147.029999,148.570007,144.899994,146.139999,144.701126,71598400
2022-06-07,144.350006,149.000000,144.100006,148.710007,147.245819,67808200
2022-06-08,148.580002,149.869995,147.460007,147.960007,146.503204,53950200
2022-06-09,147.080002,147.949997,142.529999,142.639999,141.235596,69473000
2022-06-10,140.279999,140.759995,137.059998,137.130005,135.779861,91437900
2022-06-13,132.869995,135.199997,131.440002,131.880005,130.581512,122207100
2022-06-14,133.130005,133.889999,131.479996,132.759995,131.452835,84784300
2022-06-15,134.289993,137.339996,132.160004,135.429993,134.096558,91533000
2022-06-16,132.080002,132.389999,129.039993,130.059998,128.779419,108123900
2022-06-17,130.070007,133.080002,129.809998,131.559998,130.264648,134520300
2022-06-21,133.419998,137.059998,133.320007,135.869995,134.532227,81000500
2022-06-22,134.789993,137.759995,133.910004,135.350006,134.017349,73409200
2022-06-23,136.820007,138.589996,135.630005,138.270004,136.908615,72433800
2022-06-24,139.899994,141.910004,139.770004,141.660004,140.265213,89116800
2022-06-27,142.699997,143.490005,140.970001,141.660004,140.265213,70207900
2022-06-28,142.130005,143.419998,137.320007,137.440002,136.086777,67083400
2022-06-29,137.460007,140.669998,136.669998,139.229996,137.859146,66242400
2022-06-30,137.250000,138.369995,133.770004,136.720001,135.373871,98964500
2022-07-01,136.039993,139.039993,135.660004,138.929993,137.562088,71051600
2022-07-05,137.770004,141.610001,136.929993,141.559998,140.166214,73353800
2022-07-06,141.350006,144.119995,141.080002,142.919998,141.512817,74064300
2022-07-07,143.289993,146.550003,143.279999,146.350006,144.909073,66253700
2022-07-08,145.259995,147.550003,145.000000,147.039993,145.592255,64547800
2022-07-11,145.669998,146.639999,143.779999,144.869995,143.443634,63141600
2022-07-12,145.759995,148.449997,145.050003,145.860001,144.423874,77588800
2022-07-13,142.990005,146.449997,142.119995,145.490005,144.057510,71185600
2022-07-14,144.080002,148.949997,143.250000,148.470001,147.008179,78140700
2022-07-15,149.779999,150.860001,148.199997,150.169998,148.691437,76259900
2022-07-18,150.740005,151.570007,146.699997,147.070007,145.621964,81420900
2022-07-19,147.919998,151.229996,146.910004,151.000000,149.513245,82982400
2022-07-20,151.119995,153.720001,150.369995,153.039993,151.533173,64823400
2022-07-21,154.500000,155.570007,151.940002,155.350006,153.820450,65086600
2022-07-22,155.389999,156.279999,153.410004,154.089996,152.572830,66675400
2022-07-25,154.009995,155.039993,152.279999,152.949997,151.444077,53623900
2022-07-26,152.259995,153.089996,150.800003,151.600006,150.107361,55138700
2022-07-27,152.580002,157.330002,152.160004,156.789993,155.246262,78620700
2022-07-28,156.979996,157.639999,154.410004,157.350006,155.800766,81378700
2022-07-29,161.240005,163.630005,159.500000,162.509995,160.909927,101786900
2022-08-01,161.009995,163.589996,160.889999,161.509995,159.919769,67829400
2022-08-02,160.100006,162.410004,159.630005,160.009995,158.434540,59907000
2022-08-03,160.839996,166.589996,160.750000,166.130005,164.494308,82507500
2022-08-04,166.009995,167.190002,164.429993,165.809998,164.177444,55474100
2022-08-05,163.210007,165.850006,163.000000,165.350006,163.949402,56697000
2022-08-08,166.369995,167.809998,164.199997,164.869995,163.473465,60276900
2022-08-09,164.020004,165.820007,163.250000,164.919998,163.523026,63135500
2022-08-10,167.679993,169.339996,166.899994,169.240005,167.806473,70170500
2022-08-11,170.059998,170.990005,168.190002,168.490005,167.062805,57149200
2022-08-12,169.820007,172.169998,169.399994,172.100006,170.642227,68039400
2022-08-15,171.520004,173.389999,171.350006,173.190002,171.722961,54091700
2022-08-16,172.779999,173.710007,171.660004,173.029999,171.564346,56377100
2022-08-17,172.770004,176.149994,172.570007,174.550003,173.071472,79542000
2022-08-18,173.750000,174.899994,173.119995,174.149994,172.674850,62290100
2022-08-19,173.029999,173.740005,171.309998,171.520004,170.067123,70346300
2022-08-22,169.690002,169.860001,167.139999,167.570007,166.150620,69026800
2022-08-23,167.080002,168.710007,166.649994,167.229996,165.813461,54147100
2022-08-24,167.320007,168.110001,166.250000,167.529999,166.110916,53841500
2022-08-25,168.779999,170.139999,168.350006,170.029999,168.589752,51218200
2022-08-26,170.570007,171.050003,163.559998,163.619995,162.234039,78961000
2022-08-29,161.149994,162.899994,159.820007,161.380005,160.013031,73314000
2022-08-30,162.130005,162.559998,157.720001,158.910004,157.563950,77906200
2022-08-31,160.309998,160.580002,157.139999,157.220001,155.888275,87991100
2022-09-01,156.639999,158.419998,154.669998,157.960007,156.621994,74229900
2022-09-02,159.750000,160.360001,154.970001,155.809998,154.490189,76957800
2022-09-06,156.470001,157.089996,153.690002,154.529999,153.221039,73714800
2022-09-07,154.820007,156.669998,153.610001,155.960007,154.638931,87449600
2022-09-08,154.639999,156.360001,152.679993,154.460007,153.151642,84923800
2022-09-09,155.470001,157.820007,154.750000,157.369995,156.036987,68028800
2022-09-12,159.589996,164.259995,159.300003,163.429993,162.045654,104956000
2022-09-13,159.899994,160.539993,153.369995,153.839996,152.536896,122656600
2022-09-14,154.789993,157.100006,153.610001,155.309998,153.994431,87965400
2022-09-15,154.649994,155.240005,151.380005,152.369995,151.079330,90481100
2022-09-16,151.210007,151.350006,148.369995,150.699997,149.423477,162278800
2022-09-19,149.309998,154.559998,149.100006,154.479996,153.171448,81474200
2022-09-20,153.399994,158.080002,153.080002,156.899994,155.570969,107689800
2022-09-21,157.339996,158.740005,153.600006,153.720001,152.417908,101696800
2022-09-22,152.380005,154.470001,150.910004,152.740005,151.446213,86652500
2022-09-23,151.190002,151.470001,148.559998,150.429993,149.155762,96029900
2022-09-26,149.660004,153.770004,149.639999,150.770004,149.492905,93339400
2022-09-27,152.740005,154.720001,149.949997,151.759995,150.474503,84442700
2022-09-28,147.639999,150.639999,144.839996,149.839996,148.570755,146691400
2022-09-29,146.100006,146.720001,140.679993,142.479996,141.273102,128138200
2022-09-30,141.279999,143.100006,138.000000,138.199997,137.029358,124925300
2022-10-03,138.210007,143.070007,137.690002,142.449997,141.243347,114311700
2022-10-04,145.029999,146.220001,144.259995,146.100006,144.862473,87830100
2022-10-05,144.070007,147.380005,143.009995,146.399994,145.159897,79471000
2022-10-06,145.809998,147.539993,145.220001,145.429993,144.198120,68402200
2022-10-07,142.539993,143.100006,139.449997,140.089996,138.903351,85925600
2022-10-10,140.419998,141.889999,138.570007,140.419998,139.230560,74899000
2022-10-11,139.899994,141.350006,138.220001,138.979996,137.802765,77033700
2022-10-12,139.130005,140.360001,138.160004,138.339996,137.168167,70433700
2022-10-13,134.990005,143.589996,134.369995,142.990005,141.778809,113224000
2022-10-14,144.309998,144.520004,138.190002,138.380005,137.207855,88598000
2022-10-17,141.070007,142.899994,140.270004,142.410004,141.203720,85250900
2022-10-18,145.490005,146.699997,140.610001,143.750000,142.532364,99136600
2022-10-19,141.690002,144.949997,141.500000,143.860001,142.641418,61758300
2022-10-20,143.020004,145.889999,142.649994,143.389999,142.175400,64522000
2022-10-21,142.869995,147.850006,142.649994,147.270004,146.022537,86548600
2022-10-24,147.190002,150.229996,146.000000,149.449997,148.184067,75981900
2022-10-25,150.089996,152.490005,149.360001,152.339996,151.049606,74732300
2022-10-26,150.960007,151.990005,148.039993,149.350006,148.084915,88194300
2022-10-27,148.070007,149.050003,144.130005,144.800003,143.573456,109180200
2022-10-28,148.199997,157.500000,147.820007,155.740005,154.420792,164762400
2022-10-31,153.160004,154.240005,151.919998,153.339996,152.041107,97943200
2022-11-01,155.080002,155.449997,149.130005,150.649994,149.373917,80379300
2022-11-02,148.949997,152.169998,145.000000,145.029999,143.801498,93604600
2022-11-03,142.059998,142.800003,138.750000,138.880005,137.703629,97918500
2022-11-04,142.089996,142.669998,134.380005,138.380005,137.435471,140814800
2022-11-07,137.110001,139.149994,135.669998,138.919998,137.971741,83374600
2022-11-08,140.410004,141.429993,137.490005,139.500000,138.547806,89908500
2022-11-09,138.500000,138.550003,134.589996,134.869995,133.949417,74917800
2022-11-10,141.240005,146.869995,139.500000,146.869995,145.867493,118854000
2022-11-11,145.820007,150.009995,144.369995,149.699997,148.678177,93979700
2022-11-14,148.970001,150.279999,147.429993,148.279999,147.267883,73374100
2022-11-15,152.220001,153.589996,148.559998,150.039993,149.015854,89868300
2022-11-16,149.130005,149.869995,147.289993,148.789993,147.774384,64218300
2022-11-17,146.429993,151.479996,146.149994,150.720001,149.691238,80389400
2022-11-18,152.309998,152.699997,149.970001,151.289993,150.257324,74829600
2022-11-21,150.160004,150.369995,147.720001,148.009995,146.999710,58724100
2022-11-22,148.130005,150.419998,146.929993,150.179993,149.154892,51804100
2022-11-23,149.449997,151.830002,149.339996,151.070007,150.038849,58301400
2022-11-25,148.309998,148.880005,147.119995,148.110001,147.099030,35195900
2022-11-28,145.139999,146.639999,143.380005,144.220001,143.235596,69246000
2022-11-29,144.289993,144.809998,140.350006,141.169998,140.206406,83763800
2022-11-30,141.399994,148.720001,140.550003,148.029999,147.019577,111380900
2022-12-01,148.210007,149.130005,146.610001,148.309998,147.297668,71250400
2022-12-02,145.960007,148.000000,145.649994,147.809998,146.801071,65447400
2022-12-05,147.770004,150.919998,145.770004,146.630005,145.629150,68826400
2022-12-06,147.070007,147.300003,141.919998,142.910004,141.934525,64727200
2022-12-07,142.190002,143.369995,140.000000,140.940002,139.977982,69721100
2022-12-08,142.360001,143.520004,141.100006,142.649994,141.676315,62128300
2022-12-09,142.339996,145.570007,140.899994,142.160004,141.189667,76097000
2022-12-12,142.699997,144.500000,141.059998,144.490005,143.503754,70462700
2022-12-13,149.500000,149.970001,144.240005,145.470001,144.477051,93886200
2022-12-14,145.350006,146.660004,141.160004,143.210007,142.232483,82291200
2022-12-15,141.110001,141.800003,136.029999,136.500000,135.568298,98931900
2022-12-16,136.690002,137.649994,133.729996,134.509995,133.591873,160156900
2022-12-19,135.110001,135.199997,131.320007,132.369995,131.466476,79592600
2022-12-20,131.389999,133.250000,129.889999,132.300003,131.396942,77432800
2022-12-21,132.979996,136.809998,132.750000,135.449997,134.525436,85928000
2022-12-22,134.350006,134.559998,130.300003,132.229996,131.327423,77852100
2022-12-23,130.919998,132.419998,129.639999,131.860001,130.959961,63814900
2022-12-27,131.380005,131.410004,128.720001,130.029999,129.142456,69007800
2022-12-28,129.669998,131.029999,125.870003,126.040001,125.179680,85438400
2022-12-29,127.989998,130.479996,127.730003,129.610001,128.725311,75703700
2022-12-30,128.410004,129.949997,127.430000,129.929993,129.043121,77034200
2023-01-03,130.279999,130.899994,124.169998,125.070000,124.216293,112117500
2023-01-04,126.889999,128.660004,125.080002,126.360001,125.497498,89113600
2023-01-05,127.129997,127.769997,124.760002,125.019997,124.166641,80962700
2023-01-06,126.010002,130.289993,124.889999,129.619995,128.735229,87754700
2023-01-09,130.470001,133.410004,129.889999,130.149994,129.261627,70790800
2023-01-10,130.259995,131.259995,128.119995,130.729996,129.837662,63896200
2023-01-11,131.250000,133.509995,130.460007,133.490005,132.578827,69458900
2023-01-12,133.880005,134.259995,131.440002,133.410004,132.499374,71379600
2023-01-13,132.029999,134.919998,131.660004,134.759995,133.840149,57809700
2023-01-17,134.830002,137.289993,134.130005,135.940002,135.012115,63646600
